Content,visitor,time
1746,ce94a861-4e25-4c42-9853-cee0eb1b4be9,2020-10-30 05:00:00.000
1359,93ddb612-cf4a-4389-9c64-1f4e80f3172e,2020-10-30 07:00:00.000
1579,1462990f-d0bd-4916-ba32-82b4fc4484d8,2020-10-30 07:00:00.000
1662,d9d26e97-d9ed-42cc-bf3e-15beaa3a199f,2020-10-30 07:00:00.000
1807,abf57127-d0f0-4f98-bff7-78e496d4643c,2020-10-30 08:00:00.000
1769,83e2a8e5-3b5a-494a-b341-3efab2b45c93,2020-10-30 05:00:00.000
1756,4f47412d-55b6-4c72-9cb6-a44b952f24aa,2020-10-30 08:00:00.000
1838,6e4ad05b-21e5-431a-8326-ee11b6feb74e,2020-10-30 05:00:00.000
1599,45338ab6-0b30-47e8-a914-1d6c65769310,2020-10-30 07:00:00.000
1770,eb7fda57-e159-4fcd-a873-b279fc64601b,2020-10-30 03:00:00.000
1912,7fe1ea05-7f79-4736-92cd-b8b4fca3714e,2020-10-30 05:00:00.000
1436,e91d1d89-0aa1-4ab1-bd31-d9a6c00dc1c9,2020-10-30 07:00:00.000
1836,e1c494d6-d7d8-4abc-b8b8-7418033bcde2,2020-10-30 05:00:00.000
1506,3371197e-9d73-4b3b-8e26-2786a43839b0,2020-10-30 03:00:00.000
1310,4c231b53-4577-4e80-a03a-c6028f566526,2020-10-30 08:00:00.000
1313,47f45112-d741-480f-9d45-16e4ac1924e5,2020-10-30 03:00:00.000
1756,d0860404-2c80-4bc3-a5b4-9324814b3ade,2020-10-30 03:00:00.000
1512,4faaf681-e964-43db-b801-d060a5eaa528,2020-10-30 08:00:00.000
1193,a88fb9a6-1f4d-4720-ae8a-7f255a88588b,2020-10-30 08:00:00.000
1376,a685c141-f3c1-4730-85fc-7e83b5636921,2020-10-30 03:00:00.000
371,058d787b-97e8-4b1f-bfbd-804037bf1eaf,2020-10-30 03:00:00.000
1506,7c51b63c-4890-4241-8fd4-c0b3acdaa5a0,2020-10-30 03:00:00.000
1927,ed01d09f-9686-4172-8bd6-c6abd898b87a,2020-10-30 03:00:00.000
943,8549a220-09a4-4ecb-b7b8-275eb53f787a,2020-10-30 08:00:00.000
1437,a88fb9a6-1f4d-4720-ae8a-7f255a88588b,2020-10-30 08:00:00.000
1836,22079554-a96f-4b39-93ae-eb87f9532a29,2020-10-30 03:00:00.000
1429,2c5b3bca-086a-4ed3-8d9e-50d5c881ca11,2020-10-30 08:00:00.000
1127,10d8525a-1336-4161-a51e-0635aa4bcabd,2020-10-30 08:00:00.000
1396,31b05c58-e45f-4863-be07-f622c707e15a,2020-10-30 05:00:00.000
1429,0eba8ffc-212d-487e-b709-1f70a1a74ce9,2020-10-30 05:00:00.000
1756,e4709cb6-02e3-492a-b00b-b96efa5efd6b,2020-10-30 05:00:00.000
1395,ceb1e32e-bda6-416e-87b0-95898ef9b94b,2020-10-30 05:00:00.000
1756,b1f7ae83-afdb-4af7-ae7c-792fc79cfc1e,2020-10-30 05:00:00.000
773,f1553deb-8241-47e3-b0e9-d6a19f9bf787,2020-10-30 05:00:00.000
162,c70e9440-462b-4876-9964-308880b3e7f8,2020-10-30 05:00:00.000
1241,b97d99f3-248c-4ae2-88ad-c68a40e8f3c2,2020-10-30 05:00:00.000
1407,fba33453-f0fe-4482-bcd8-2ef9426a74f6,2020-10-30 05:00:00.000
682,12de9f76-8745-46a5-891d-10e02de361b7,2020-10-30 05:00:00.000
548,f5a7e383-f4c1-405b-846f-ca387167aba3,2020-10-30 05:00:00.000
1847,32bf5d4b-2bad-40e0-a550-4325129b52d2,2020-10-30 05:00:00.000
1820,3735c9e1-20a9-4163-bdb7-8014a477fd6c,2020-10-30 05:00:00.000
1436,c2655df1-c41b-44e9-b730-12f5ff49d7fd,2020-10-30 05:00:00.000
1193,fb41d4fa-a9ef-40f2-a522-fe5f3f86bb2c,2020-10-30 19:00:00.000
213,40bba06b-89ae-4472-b9be-e296cd39d88d,2020-10-30 19:00:00.000
1756,e0726889-e005-48bb-958f-13c17c8d7cc0,2020-10-30 20:00:00.000
1536,209c095d-6b94-4627-a417-2d7ab3fc96a9,2020-10-30 19:00:00.000
264,a6a3f2a9-bf8f-45b5-8fe0-99e9a17a5cc2,2020-10-30 20:00:00.000
1687,a3ee27af-dd9d-492a-ba4e-01a6a5581955,2020-10-30 20:00:00.000
1187,322c9baf-3aaf-441c-8e96-6e7d8004d9c6,2020-10-30 19:00:00.000
1079,322c9baf-3aaf-441c-8e96-6e7d8004d9c6,2020-10-30 19:00:00.000
1137,adb55ce5-d5a3-4023-98b1-3a5b1845f3db,2020-10-30 19:00:00.000
1641,d8ea20e5-ea5b-4ddd-9c7e-b4ffb55e55a3,2020-10-30 20:00:00.000
1596,aa6aab83-65c9-49a1-9753-722b1f417bff,2020-10-30 20:00:00.000
1840,0a655e35-77bc-48a6-8567-ad5a2bd73ae8,2020-10-30 22:00:00.000
1115,fe047f75-2657-4069-8164-137a00472726,2020-10-30 17:00:00.000
1415,e1520555-af8f-4a26-958b-323f18cc6ee6,2020-10-30 23:00:00.000
1641,befda830-61d1-44c1-9d34-21f48eefbd02,2020-10-30 23:00:00.000
936,b491d3fc-3a6c-44ca-99d2-2378fe1f283d,2020-10-30 17:00:00.000
1756,23c90bda-c3bf-448d-b7ac-f04213bb6dff,2020-10-30 17:00:00.000
123,f1e8be52-ac2e-41ab-b3e5-d0a8c44a00d7,2020-10-30 23:00:00.000
883,1d8a772b-5588-4ab8-bcc3-5a02330c4178,2020-10-30 21:00:00.000
1874,4f04c323-0bde-4de7-afd2-2f453a0c9c6b,2020-10-30 19:00:00.000
1845,b9bd4282-8eb0-41ae-ab28-84eafa2ee750,2020-10-30 19:00:00.000
700,0d2dd468-77a4-4464-91a8-65f53801100f,2020-10-31 01:00:00.000
1927,65d076fb-8054-4c78-ae6c-5a23cd4b8caf,2020-10-30 22:00:00.000
1774,02baa178-fbba-4584-b577-2c13c4d73005,2020-10-30 22:00:00.000
781,ac3909c5-0b03-4190-87b7-4e3261fabbc7,2020-10-30 23:00:00.000
1876,0c4d8acc-138c-4e47-93e8-1ba92010292e,2020-10-30 23:00:00.000
1867,bb42caba-6fd6-4edd-a42e-f45acb2c62f5,2020-10-30 17:00:00.000
1756,9e24abff-1f8a-4277-a551-74f950a728b7,2020-10-30 18:00:00.000
1512,da31cd97-07f6-498c-9488-e87220419502,2020-10-30 21:00:00.000
781,b4b3265b-e407-411a-9e8d-dca0d7a950ea,2020-10-30 17:00:00.000
1607,1f255848-8833-4cf5-8e66-e772f8599c22,2020-10-30 17:00:00.000
1869,eebc6146-4772-4977-a1d7-2675f9c69790,2020-10-30 17:00:00.000
781,1568fa61-e29c-4e6b-bb54-2f31a97e6829,2020-10-30 18:00:00.000
1838,99b81b21-28cd-4442-b723-6ec9b037e38e,2020-10-30 21:00:00.000
1433,d1c98cf2-58c3-41b6-bc81-5746826eea2f,2020-10-30 17:00:00.000
700,b74d5f04-f596-4fb3-a575-7aad7df8f2ca,2020-10-30 17:00:00.000
1758,9d4e93f6-7853-4873-8a01-301d5b759c57,2020-10-30 23:00:00.000
1827,99b81b21-28cd-4442-b723-6ec9b037e38e,2020-10-30 21:00:00.000
781,a9af4eae-6a23-44a7-89ab-0298422176fb,2020-10-31 01:00:00.000
1584,99b81b21-28cd-4442-b723-6ec9b037e38e,2020-10-30 22:00:00.000
1795,4109795c-3e9a-4d74-a6a7-d3e8c78299bb,2020-10-30 17:00:00.000
1756,4ca3a8fd-d4de-4ad5-96c5-cb48b3d94a52,2020-10-30 19:00:00.000
1433,780eab55-4515-4954-9196-f06d0532be96,2020-10-31 01:00:00.000
1433,1656df4e-3228-44e5-b518-b90d7209f0f7,2020-10-31 01:00:00.000
1795,dc7c0e47-d8fe-423b-8125-ccc989132b1e,2020-10-30 23:00:00.000
1872,16b07b2b-6492-49be-bd66-75667fb6e848,2020-10-30 23:00:00.000
953,82121f92-c385-4d91-9d67-9854a884b01e,2020-10-30 17:00:00.000
781,889e5818-c7b7-413d-aad5-d32810f6586c,2020-10-30 22:00:00.000
1927,7b63bd89-b343-4302-ac13-a4d2258e8a19,2020-10-30 22:00:00.000
1506,58c002a9-4134-40ca-8d8f-60e4d33797eb,2020-10-30 17:00:00.000
1928,029d167f-97ba-4fa1-91a3-e67caa36b7f2,2020-10-30 23:00:00.000
1756,fc331bf7-68c6-4f7c-82f7-c82011c348df,2020-10-30 21:00:00.000
781,f4b684f0-ba20-4697-a7b3-105ceef01d0e,2020-10-31 01:00:00.000
1930,f812dd79-1373-44dc-9377-c69a7dff5b5c,2020-10-30 18:00:00.000
1433,5ab53221-2f11-4bcc-91cf-16a9f362149b,2020-10-30 22:00:00.000
1506,cf1077a8-ee5f-448f-834b-b0a2b47ee1d7,2020-10-30 17:00:00.000
1795,a11ad9c9-93cb-4b72-977e-88be3589b515,2020-10-30 23:00:00.000
1795,b6c3b19f-5724-4c68-9ba3-547e1031b60e,2020-10-30 18:00:00.000
1868,97f03df9-41b5-49ac-b647-33b37ed61020,2020-10-30 23:00:00.000
1808,725d0d1d-1a67-42c2-b8d8-24fba54962b6,2020-10-30 22:00:00.000
1619,70e696e4-ad53-47f8-b5ab-6bb5c4a38e29,2020-10-30 17:00:00.000
1868,8be868dc-6a09-4d38-b01b-7c1278ad9509,2020-10-30 17:00:00.000
781,c94ca5c8-5438-4d2f-945b-983e677ef7cb,2020-10-30 23:00:00.000
95,6e87418e-bcfa-4e05-86b2-5a83922e6d20,2020-10-30 17:00:00.000
1756,2a0f46e8-9b54-4579-bea8-81e0abf748f2,2020-10-30 23:00:00.000
964,c13e5d75-49d3-4b31-800b-08d7e64f09ee,2020-10-30 22:00:00.000
238,0dfb8a96-2ec6-4614-a460-62340211aa05,2020-10-31 01:00:00.000
1756,5cf81fb4-e327-4bfa-a77c-fac4849bf22d,2020-10-31 02:00:00.000
781,be0cf503-c2b9-4245-97c6-ddbf711f1c9d,2020-10-31 01:00:00.000
167,06d3f0e5-aacb-4b5f-b9e1-e69bfccbf977,2020-10-31 02:00:00.000
1771,102731de-20a2-475e-8480-325aa4037ba3,2020-10-30 23:00:00.000
1760,062dbb58-69bf-4f29-83f8-8f501d0e60dd,2020-10-30 12:00:00.000
1724,026b5bd3-6132-447f-bf4a-5968df1d0f63,2020-10-30 12:00:00.000
281,2f8e50bd-7427-4a55-8c67-8a4fa7617904,2020-10-30 12:00:00.000
781,8089d193-165d-4ed0-969d-71ce3b39b987,2020-10-31 01:00:00.000
1831,8240a0d3-72f8-4e2c-b7cb-fadd14337f2e,2020-10-30 10:00:00.000
415,ecc47e76-fbad-4c47-87c9-322e0bfbb2e5,2020-10-31 01:00:00.000
1795,18d1e378-7ed2-4c35-9842-ecc9e110d3d4,2020-10-30 12:00:00.000
1742,c3dcd72d-3b7f-40b0-aaec-5e849bf46232,2020-10-30 12:00:00.000
1795,4ec9eaf0-326c-4a78-93fb-528f7ef8b91d,2020-10-31 02:00:00.000
739,70c1432b-7a64-4a67-8f59-7ba6a6578b5e,2020-10-31 01:00:00.000
1506,be47b423-a86c-47c5-8a4c-8e33f1925bb9,2020-10-31 02:00:00.000
1842,3ec1f740-64af-4c67-8c5b-8adc92e03157,2020-10-30 12:00:00.000
1756,77365a57-a9c3-45ed-a13b-a24d1569d580,2020-10-31 01:00:00.000
1756,6efaf053-8a9e-40dd-aed1-a3aff30743a8,2020-10-30 10:00:00.000
1506,57ea67b5-8806-4381-875e-6a439594c83e,2020-10-31 01:00:00.000
781,4bfc6cd6-0019-4636-bab7-6f3a0b13f3a0,2020-10-31 01:00:00.000
1795,e1a612c3-3ef1-4299-b141-96c6440881fe,2020-10-31 02:00:00.000
1927,0f21d498-8e48-4830-a1f6-faa3188d044c,2020-10-31 02:00:00.000
1429,ffe116a9-4d1b-44c3-9727-b7f587d06f77,2020-10-30 12:00:00.000
1624,e7decf69-70ad-4eb2-95de-0a1d0e251fa8,2020-10-31 02:00:00.000
1506,34c492a8-b784-4c16-8a4e-62df55ef5748,2020-10-30 12:00:00.000
1506,2c7dfe05-56ef-4351-ae72-56c2e026b620,2020-10-30 12:00:00.000
492,d2e1381f-8cab-4dae-8cca-fc6164d958af,2020-10-30 12:00:00.000
1795,ebd10a06-690d-45e7-92e0-5c1e6c7413d2,2020-10-30 12:00:00.000
1506,49470912-de78-4767-b04b-d96d0765848b,2020-10-31 01:00:00.000
1756,a04de425-a461-47a3-b56a-6db6d3b4179a,2020-10-30 12:00:00.000
1533,eb948de1-26df-421d-b3f3-b72abdd5e9f0,2020-10-30 12:00:00.000
1840,e2375329-32fb-4bc9-a527-17cf95736826,2020-10-31 01:00:00.000
1670,a86b3240-3f04-4a04-8d49-bae07bf0f452,2020-10-30 10:00:00.000
772,57623727-2a5a-4fa0-9ee3-578da10c24fb,2020-10-31 02:00:00.000
145,87decb2d-d982-49e4-a3cc-a2adf5d79efd,2020-10-31 02:00:00.000
1795,21775063-c42f-4de9-a756-c9d9e41c0562,2020-10-31 02:00:00.000
781,56a2c0fa-ba44-4390-8db3-748b045670e8,2020-10-31 02:00:00.000
832,68882c29-a056-4cb6-9d80-ddd784872101,2020-10-31 02:00:00.000
1420,32e7470f-d48d-4783-9a63-c1b2820defa3,2020-10-30 12:00:00.000
593,b599a217-4ddf-4f14-9d56-1652917d9a19,2020-10-30 12:00:00.000
1567,f100d655-9be7-4c3e-a0c5-f3021cd0cd5c,2020-10-31 01:00:00.000
1795,f30e9f33-b40d-49e1-826c-8e8140dbaffb,2020-10-31 02:00:00.000
1193,11d7dd8a-bea1-4e1b-ba47-6c68f10b3658,2020-10-31 02:00:00.000
752,e1520555-af8f-4a26-958b-323f18cc6ee6,2020-10-30 23:00:00.000
1512,d71eade8-67e4-45e9-8c13-16662eb202fc,2020-10-30 23:00:00.000
1813,69fbbd47-9a53-4588-a988-acefd563de9d,2020-10-30 23:00:00.000
1664,961c2655-b139-449c-9637-61355116b263,2020-10-30 12:00:00.000
1927,b0c2f56b-db88-495a-a654-0d998153078a,2020-10-30 10:00:00.000
781,e5ed8cf5-21d4-44cb-8342-a81551f39b23,2020-10-31 00:00:00.000
781,00b386a1-29c4-4a17-b13d-cde5793cd3aa,2020-10-31 02:00:00.000
1719,19b55eed-ec75-41ee-a1b2-1ce3a48cf05a,2020-10-30 10:00:00.000
1795,c74968ba-d0fa-4bea-9639-1f4ad0fb44d8,2020-10-31 01:00:00.000
144,0f644d36-dea1-4648-b718-f08fe7d16a63,2020-10-31 01:00:00.000
781,f73d2682-a9ef-4ae2-9a9d-ef3aa2d483b4,2020-10-31 00:00:00.000
1921,72792ac2-940d-4b08-8b5b-9ffe4a43db09,2020-10-31 01:00:00.000
733,93b979a3-bbb2-4456-a9d6-df184a43fd1a,2020-10-30 10:00:00.000
1599,ea28d929-b036-4cbf-b8e7-9995c4c3ab92,2020-10-31 02:00:00.000
781,a6239558-f188-4a16-8ad1-523cbab4d9f7,2020-10-31 01:00:00.000
1838,bdbcf87a-bc01-450f-988c-eec03e51ffd2,2020-10-30 12:00:00.000
1584,fcbaaca1-269f-4fb3-9bdb-da5ad9ba0744,2020-10-30 12:00:00.000
1790,07266669-4597-4e10-84ed-10cc9ea6a62b,2020-10-31 01:00:00.000
657,e846bf29-72cb-408b-bfe5-81a9a3e8c8d0,2020-10-31 02:00:00.000
824,80922845-6951-49ff-bae0-cd722336e666,2020-10-31 01:00:00.000
781,15470791-5421-4f62-bacd-8d3ac02d1670,2020-10-31 02:00:00.000
781,a31bfea9-6275-40fb-bf10-f81f21c99d3f,2020-10-30 12:00:00.000
1758,2cd295c9-0ae5-43fd-8b32-6dcfc3a4250d,2020-10-31 01:00:00.000
1506,461e2b2e-b39c-440a-9833-a15ce7816317,2020-10-30 10:00:00.000
781,1d81d562-fb7c-4d9c-98fb-58aaacde14aa,2020-10-30 12:00:00.000
1118,83c2551f-c330-47b7-adc8-54beba2dc53b,2020-10-30 12:00:00.000
1437,e86d53da-15da-4c76-94e0-a33eb51aa2c5,2020-10-30 16:00:00.000
199,625402a2-9d47-41f1-9eeb-0b44b74f736b,2020-10-30 16:00:00.000
371,1ed8f392-8eff-42e2-89d1-58fe636f219e,2020-10-30 14:00:00.000
1633,360fe044-2b18-4f1d-b860-cca8346bf70f,2020-10-30 14:00:00.000
1833,c863819a-339e-4c5d-9fc3-74a66e67ebc1,2020-10-31 01:00:00.000
1434,09f978fe-7692-4134-bac2-753f0c17cb44,2020-10-30 10:00:00.000
1756,98c2d78a-6e66-480c-8f8e-41bcb4ce6a2e,2020-10-30 14:00:00.000
781,db8364d4-d254-41b5-afbc-bb0e9cf9bcc9,2020-10-31 00:00:00.000
1567,22305a9b-800f-4be3-9925-4a51ff9832b1,2020-10-30 10:00:00.000
1662,93b979a3-bbb2-4456-a9d6-df184a43fd1a,2020-10-30 10:00:00.000
839,7013adbe-ca96-466c-af7e-8643fea30977,2020-10-30 14:00:00.000
1795,6b3daf9f-0674-4d70-acdf-cef04a8ed1f6,2020-10-30 14:00:00.000
1879,bb44a8d1-db51-4820-9439-a5edbb233c02,2020-10-30 16:00:00.000
1756,fb43666e-d2ea-4881-8102-f2300f0868df,2020-10-30 14:00:00.000
1879,7ebfd906-cb71-40aa-8cdc-a3a24c5d2124,2020-10-30 14:00:00.000
1756,dc0910c5-7ca9-424f-bcb7-ac0d2b313712,2020-10-30 10:00:00.000
1795,70d49270-4bbe-41e6-84b1-aa8537f098b4,2020-10-31 00:00:00.000
1838,22816361-218b-4673-b6f2-aeb07fa80a0a,2020-10-30 16:00:00.000
1759,9547287f-5c38-48f6-ab2e-c10f1040e9f5,2020-10-30 16:00:00.000
1185,1c6ef38b-bbdc-46e3-965a-0f297e2e326a,2020-10-31 00:00:00.000
1931,84136534-3490-4ae0-a269-121de0b48eb7,2020-10-30 14:00:00.000
1756,22568862-90b9-4be6-b6a1-3df337ee526a,2020-10-30 14:00:00.000
1855,96c31e5c-088a-45b8-851b-29506b099dff,2020-10-30 16:00:00.000
1756,00dec04f-0ecd-4693-8d39-3c6eb1a57c4f,2020-10-30 14:00:00.000
700,f4d8ae93-6e94-402a-9368-f8be40e0c208,2020-10-30 14:00:00.000
1712,a50c043a-e5d5-4ae4-8db4-38bfe316d6fe,2020-10-30 16:00:00.000
1739,a50c043a-e5d5-4ae4-8db4-38bfe316d6fe,2020-10-30 16:00:00.000
1756,f9a5d141-5f41-4728-b638-80d3ab587264,2020-10-30 16:00:00.000
700,fbc40d6a-2ac7-483f-bf96-f265f30b7300,2020-10-30 10:00:00.000
1826,35e029d3-acc9-493a-bd18-3e82a6470e8f,2020-10-31 00:00:00.000
1506,9ed5a541-0cfe-4149-b0fb-27a335465f2e,2020-10-31 00:00:00.000
1756,83b04d2f-e213-4603-8e8d-fc9c6086ef81,2020-10-30 16:00:00.000
322,d92b6bd0-a094-4282-bd54-871adac813c7,2020-10-30 14:00:00.000
1573,2165a9bf-5605-4a41-b546-3fa2ae826138,2020-10-30 14:00:00.000
1756,1da28a89-53cf-4ab1-bc9c-c16296280df6,2020-10-30 10:00:00.000
1506,f47d747d-b68b-422a-8ef4-2d2a003181c8,2020-10-31 00:00:00.000
1853,c8a475b3-a1a8-4362-9e5c-1a1b1013e269,2020-10-31 00:00:00.000
1554,9dbe02b9-0291-41de-bc70-40e3d1a02edb,2020-10-30 16:00:00.000
883,26004039-1039-48ce-a731-f10912d8622a,2020-10-30 16:00:00.000
1791,3478848c-b01a-4a92-8257-ac507f8ae821,2020-10-30 14:00:00.000
184,981a8243-70c8-491b-ac1e-0b0caeea8a11,2020-10-30 16:00:00.000
1487,5b50a6f3-69c7-43e6-a68e-3f10f6897c1c,2020-10-30 10:00:00.000
1297,30f3afc9-1dd7-4181-812d-cec5ae13ea34,2020-10-30 10:00:00.000
1603,88698ede-7baa-4db9-8027-65397bfd23f8,2020-10-30 14:00:00.000
1083,b7262939-b8ef-46bb-a150-921612d33398,2020-10-30 14:00:00.000
522,dd97a3cc-c482-4db3-b0ed-ed9f4da645b3,2020-10-30 14:00:00.000
1677,487667e4-69c5-486d-aa2a-e37e43fd57e5,2020-10-30 16:00:00.000
700,0bb710b4-38a0-43f4-948f-d22642520e23,2020-10-30 14:00:00.000
347,957ca78a-d929-4266-8b44-b99c7c1b5859,2020-10-30 16:00:00.000
1885,4e35f9b0-3c7a-420c-bd6a-d6ec06df130b,2020-10-30 10:00:00.000
1561,8ecdd296-fb9a-4567-b3eb-7a7b28f47a54,2020-10-30 14:00:00.000
1677,4ab764ac-9198-4b30-ac28-9da3229b9214,2020-10-30 10:00:00.000
202,cfaf5d59-45e8-427b-8999-9bde668485a9,2020-10-30 16:00:00.000
1395,79961494-f44a-482e-9182-efe9f6f5dc53,2020-10-30 16:00:00.000
1932,13533261-e14b-4b56-8376-0e201bcfbea6,2020-10-30 14:00:00.000
278,ef2894ee-7abc-421c-9986-31f06fdd93df,2020-10-30 14:00:00.000
781,90b2a057-8511-4150-b14c-8a18a8fb3d13,2020-10-31 00:00:00.000
1256,df05bcd1-76d3-4022-bb40-705dbafa1c49,2020-10-30 10:00:00.000
1791,5860b716-888a-404d-8145-aa7e60982f4b,2020-10-30 16:00:00.000
1583,ba4a247f-a932-494f-849c-1e15a30f3f4a,2020-10-30 10:00:00.000
1506,54a25afa-f14f-4023-bb42-c4e2808efd9e,2020-10-30 10:00:00.000
700,971fc05b-59ba-416b-889e-bd32a5ee64aa,2020-10-30 10:00:00.000
1838,187d6c67-4bde-429f-b7de-d641447948ff,2020-10-30 10:00:00.000
1256,0a48052f-d181-40f8-8889-fa57e8e9c0ec,2020-10-30 16:00:00.000
1659,ea1c5997-922c-4867-a710-24c4dd79942c,2020-10-31 00:00:00.000
730,0826be23-481d-4c04-81ea-354c02dcbb31,2020-10-30 16:00:00.000
758,76bd307b-564f-4faf-b46e-763b5e29e116,2020-10-30 16:00:00.000
781,9fcf8456-426b-4175-8cb8-34eacdb6aaba,2020-10-30 16:00:00.000
781,55fa2e6d-08ae-44b8-9bc9-23b6a19a0e94,2020-10-30 16:00:00.000
854,a5270e09-6176-46d4-9b95-b5d34449b28d,2020-10-30 16:00:00.000
1239,46a3d99f-259f-4963-9db2-2e9c08f9c6fd,2020-10-30 13:00:00.000
1927,1805f10f-8971-4b56-9b71-9a4628824227,2020-10-30 13:00:00.000
1838,b45ab455-4589-4b41-9e2d-a4f9e3fd089d,2020-10-30 11:00:00.000
1553,46a3d99f-259f-4963-9db2-2e9c08f9c6fd,2020-10-30 13:00:00.000
1885,d8daed49-4102-43ce-a437-aa0178b71dde,2020-10-30 15:00:00.000
1605,5434eff8-685a-428b-bb85-5612075b2b65,2020-10-30 11:00:00.000
1506,a6ebb14f-8a34-4c75-a0d6-5ce25471bd69,2020-10-30 11:00:00.000
1756,cc12bd52-2818-406c-94ac-e53f96f54d7f,2020-10-30 11:00:00.000
1490,e1c7133d-8188-44db-9fb2-62b17c4f5117,2020-10-30 15:00:00.000
993,5147a631-a1ce-421d-b18b-113cf2d429d8,2020-10-30 15:00:00.000
1795,e67e05a2-554c-4b80-be85-764c6809fe34,2020-10-30 15:00:00.000
772,4cd8ff4c-3c48-435a-8a8f-67d4ad9ce1a3,2020-10-30 15:00:00.000
1544,1e8e9e74-7d42-4ca2-8802-1151ec89b65c,2020-10-30 11:00:00.000
1751,d9807112-a4eb-44af-bda3-428f46802305,2020-10-30 11:00:00.000
1756,58f2aa19-3d98-4f33-a5d4-3d504440b82c,2020-10-30 11:00:00.000
965,a4280ed4-4f07-4e13-b506-6feaa53fcef0,2020-10-30 13:00:00.000
1795,ef592a64-2f31-4c99-97d9-b65583bad95d,2020-10-30 15:00:00.000
1795,316619de-b3bb-4817-afcb-3bb293b0d143,2020-10-30 15:00:00.000
1014,84389760-78a6-4643-9a75-60d62e6c4f89,2020-10-30 15:00:00.000
1127,274f2bf3-db63-4fab-b84e-416cc35b519e,2020-10-30 15:00:00.000
1756,4ee9d235-0d86-46c1-996f-37b9cd2a2c71,2020-10-30 15:00:00.000
1642,8ffd470e-23fb-48c1-a999-35ee0846ea76,2020-10-30 13:00:00.000
1756,2efac396-ddd9-40c7-b3f7-6ccb0f80f9a3,2020-10-30 15:00:00.000
180,2f7f5125-0d11-4103-b0e8-9405e7b111b2,2020-10-30 15:00:00.000
27,1e0c0d45-a091-4543-a0ae-d442c0f9e648,2020-10-30 15:00:00.000
1777,3c8792dd-1344-4edd-8cc5-1045b8aad290,2020-10-30 09:00:00.000
1836,1c506522-df79-4963-a285-95525abe8c58,2020-10-30 09:00:00.000
207,fed484e6-1ee1-417d-be1c-915ac09f449f,2020-10-30 13:00:00.000
687,4ca5151e-91af-4d2d-a9e6-d43272194589,2020-10-30 11:00:00.000
883,e9711b6a-758b-43a2-bcbf-7cf75bb5cb82,2020-10-30 15:00:00.000
1506,ae1a0683-ea55-4006-8fa3-4874fa465e45,2020-10-30 13:00:00.000
390,651595ea-9c2a-42f5-9766-95670bcd9d53,2020-10-30 11:00:00.000
1879,6691f7bb-6965-491d-9cd3-a05952d7aed9,2020-10-30 13:00:00.000
1599,0dda111e-6ee2-4dd5-b3a7-2187b08fb76c,2020-10-30 13:00:00.000
1559,480127f0-c65f-43f9-addb-70e47c6b5136,2020-10-30 11:00:00.000
1006,e94aeb0b-eff2-4214-b60e-5032607b8e55,2020-10-30 15:00:00.000
1795,758f3bfd-c8b0-4968-b51a-c03432d81c57,2020-10-30 15:00:00.000
1756,4301268a-f226-469c-a9e1-1c59aa7b2194,2020-10-30 15:00:00.000
1795,ce1244f0-82fd-414b-b0ce-0007bf8110f5,2020-10-30 15:00:00.000
1927,e8859c83-9cd1-4ba2-af63-d7f2482a4cb3,2020-10-30 13:00:00.000
1137,7ceeacb1-97b0-48d3-9f97-b50842e18a75,2020-10-30 11:00:00.000
757,fcba259b-a5da-4b14-95ba-1624c77bbd42,2020-10-30 11:00:00.000
778,ee553bfa-192b-4808-9c40-2b3a4a2899ef,2020-10-30 15:00:00.000
700,eaffcdb4-2195-4e4c-9fa9-37cf46f259a6,2020-10-30 13:00:00.000
1256,159611cd-f421-4b82-baa5-5fd72682a98c,2020-10-30 11:00:00.000
763,5abd424c-8420-4179-8c42-9d9670c2036f,2020-10-30 13:00:00.000
208,f03efa58-e319-48a6-810e-0d07a334d102,2020-10-30 15:00:00.000
1653,63079e9d-a923-49b1-9cd3-642666656b86,2020-10-30 15:00:00.000
1795,7098d86b-e0fe-4aad-8afb-ddd9a8fbf8b3,2020-10-30 15:00:00.000
458,63079e9d-a923-49b1-9cd3-642666656b86,2020-10-30 15:00:00.000
1855,9547287f-5c38-48f6-ab2e-c10f1040e9f5,2020-10-30 15:00:00.000
677,8ec2071c-ee37-46e1-a115-c56f6eeabc7b,2020-10-30 15:00:00.000
853,4572bad1-d645-49ae-9b0d-d44f4bfa8a10,2020-10-30 15:00:00.000
883,55855e57-3cc3-4db4-afa6-78557fc1ff07,2020-10-30 11:00:00.000
1429,f0aba2a4-fde4-4e58-82f9-4099012df75c,2020-10-30 13:00:00.000
1431,1006a3eb-9b9c-456c-90c6-7657d01fae49,2020-10-30 13:00:00.000
1795,85274d1b-17aa-4b39-810e-6ca93ff87d16,2020-10-30 13:00:00.000
1795,0c3468bb-72c4-4a35-b344-85a46a68dd28,2020-10-30 15:00:00.000
1795,a562e5e8-a1ac-47f4-a487-e47fd8191f16,2020-10-30 15:00:00.000
1756,824f4d24-2b11-4be4-bfbf-47f4e42aa2a2,2020-10-30 13:00:00.000
699,c9e6fbdc-4f38-4231-a1ab-52f41b823cac,2020-10-30 11:00:00.000
168,8ec2071c-ee37-46e1-a115-c56f6eeabc7b,2020-10-30 15:00:00.000
1700,5c5c8fcc-53c7-4d3c-ac90-385be50ab0e0,2020-10-30 15:00:00.000
